lang,key,labse_score,cometkiwi_score,avg_score,fr,translation
vi,stats:report.dualTrack.calibrationDescription,0.802,0.449,0.6255000000000001,Cette session a calibré votre niveau de départ avant la première étape du parcours.,Phiên này hiệu chuẩn cấp bắt đầu trước giai đoạn hành trình đầu tiên.
el,game:game.puzzle.undosLeft,0.793,0.458,0.6255000000000001,Annulations restantes,Αναίρεση απομένει
es,game:game.iowaGambling.chooseADeck,0.788,0.463,0.6255000000000001,Choisissez un paquet,Elige un mazo
vi,game:game.cambridgeGambling.whichColorHidesToken,0.807,0.444,0.6255000000000001,Quelle couleur cache le jeton ?,Màu nào ẩn mã thông báo?
hi,stats:stats.contextual.sublines.simpleMissFocusV2,0.785,0.466,0.6255000000000001,Des cibles ont été manquées : sécurisez les matches évidents.,कुछ लक्ष्य छूट गए: पहले स्पष्ट मिलान सुनिश्चित करें।
sv,game:game.hayling.obviousPicksPart2,0.791,0.46,0.6255000000000001,Choix évidents (partie 2),Uppenbara val (del 2)
pl,stats:stats.unifiedReport.wrongSlotDwell,0.787,0.464,0.6255000000000001,Temps sur mauvais slot,Czas na złym slocie
hi,game:game.contextualCueing.newConfigRt,0.688,0.564,0.6259999999999999,TR nouvelle config.,नई कॉन्फ़िग. RT
mr,settings:settings.sync.syncing,0.621,0.631,0.626,Synchronisation...,सिंक करत आहे...
uk,settings:settings.about.rateApp,0.679,0.573,0.626,Noter Neurodual,Оцінити NeuroDual
th,stats:stats.contextual.sublines.impulsiveV1,0.739,0.513,0.626,{{fa}} fausses alertes : prenez une seconde pour vérifier.,{{fa}} สัญญาณเท็จ: ลองตรวจสอบก่อนตอบ
id,stats:stats.advanced.filteredTouchBounce,0.801,0.451,0.626,Filtré (rebond tactile),Difilter (pantulan sentuh)
cs,settings:settings.dualTrack.depthModeDesc,0.817,0.435,0.626,Ajoute des indices de pseudo-3D pour mieux distinguer les boules qui se chevauchent.,Přidejte pseudo-3D hloubkové narážky pro rozlišení překrývajících se koulí.
my,game:game.wordChain.avgResponseTime,0.733,0.519,0.626,Temps de réponse moy.,Avg တုံ့ပြန်မှု အချိန်
tr,game:game.puzzle.totalUndos,0.748,0.504,0.626,Annulations totales,Toplam geri alma
cs,game:game.judgmentOfLearning.recallAccuracy,0.733,0.519,0.626,Précision de rappel,Připomeňte si přesnost
ko,stats:stats.contextual.sublines.analystDieselV2,0.752,0.5,0.626,Vous vous chauffez : fin de session plus propre que le début.,점점 좋아졌습니다: 세션 후반이 시작보다 깔끔했습니다.
ms,game:game.temporalGeneralization.gradientWidth,0.739,0.513,0.626,Largeur du gradient,Lebar Kecerunan
tl,settings:settings.freeTrainingCards.baseSubtitle,0.816,0.436,0.626,"Niveau, modalités, durée","Antas, mga modality, tagal"
fa,badges:badges.streak_30.name,0.621,0.631,0.626,Discipline de Fer,انضباط آهنین
vi,settings:settings.modeSections.digitSpan.base.subtitle,0.712,0.54,0.626,Empan et essais,Khoảng thời gian và thử nghiệm
hu,settings:settings.trace.feedbackDuration,0.762,0.49,0.626,Durée du retour,Visszajelzés időtartama
sw,game:game.delayedMatching.rememberThisPattern,0.817,0.435,0.626,Mémorisez ce motif,Kumbuka muundo huu
sv,badges:badges.comeback_kid.description,0.81,0.442,0.626,Remonter de niveau après une descente.,Nivå upp efter en nivå ner.
ta,game:game.dualTime.resumeToContinue,0.783,0.469,0.626,Reprendre pour continuer,தொடர தொடரவும்
ru,settings:settings.gameMode.affectiveGoNogo,0.776,0.476,0.626,Go/No-Go affectif,Аффективный Go/No-Go
my,home:home.quickSettings,0.74,0.512,0.626,Réglages rapides,အမြန်ဆက်တင်များ
ko,settings:settings.gameMode.numericalStroop,0.685,0.567,0.626,Stroop numerique,수치 스트룹
uk,game:game.puzzle.maxNodesReached,0.805,0.447,0.626,Nœuds max atteints,Досягнуто максимальну кількість вузлів
th,game:game.puzzle.maxTileReached,0.638,0.614,0.626,Tuile max atteinte,ถึงไทล์สูงสุดแล้ว
my,home:home.training.howSettingsLabel,0.74,0.512,0.626,Réglages rapides,အမြန်ဆက်တင်များ
mr,stats:stats.unifiedReport.falseAlarms,0.658,0.594,0.626,Fausses alertes,खोटे अलार्म
ar,stats:stats.placeholders.advancedEvolutionTitle,0.761,0.491,0.626,Évolution avancée par mode,التطوّر المتقدّم حسب الوضع
my,stats:stats.simple.avgSession,0.651,0.601,0.626,Durée/jour moy.,ပျမ်းမျှနေ့စဉ်အချိန်
vi,settings:settings.account.signInPrompt,0.712,0.54,0.626,Retrouve ta progression,Truy cập tiến trình của bạn
ru,settings:settings.dualTrack.letterAudioIdentity,0.733,0.519,0.626,Lettres prononcees,Произносимые буквы
cs,game:game.brixton.nonswitchTrials,0.753,0.499,0.626,Essais sans changement,Nepřepínací zkoušky
pl,stats:report.modeScore.traceAccuracyTooltip,0.71,0.542,0.626,Pourcentage de réponses position correctes,Odsetek poprawnych odpowiedzi pozycji
id,game:game.cogTask.patternComparison.heroTitle,0.766,0.486,0.626,Comparaison de motifs,Perbandingan Pola
tr,tutorial:tutorial.assessment.subtitle,0.648,0.604,0.626,"À partir de maintenant, c'est une mini-partie classique.",Bundan sonrası kısa bir klasik çalışma.
bn,game:game.delayDiscounting.areaUnderCurve,0.673,0.579,0.626,Aire sous la courbe,বক্ররেখার অধীনে এলাকা
ta,settings:settings.gameMode.cubePuzzleDesc,0.752,0.5,0.626,Roulez un cube pour ramasser des carrés colorés. Puzzle de visualisation spatiale.,வண்ண சதுரங்களை எடுக்க ஒரு கனசதுரத்தை ஒரு கட்டத்தின் மீது உருட்டவும். இடஞ்சார்ந்த காட்சிப்படுத்தல் புதிர்.
cs,game:game.feelingOfKnowing.recallAccuracy,0.733,0.519,0.626,Précision de rappel,Připomeňte si přesnost
id,settings:settings.gridlock.showMoveCounterDesc,0.815,0.437,0.626,Affiche le nombre de coups et le budget pendant la partie.,Tampilkan jumlah gerakan dan anggaran Anda saat ini selama bermain.
mr,stats:report.dualTrack.falseAlarms,0.658,0.594,0.626,Fausses alertes,खोटे अलार्म
sw,settings:settings.custom.targetProbabilityHint,0.78,0.472,0.626,Fréquence des stimuli cibles (N-back match),Mzunguko wa vichocheo vya lengo (N-back match)
no,settings:settings.mirror.axis,0.663,0.589,0.626,Axe de symétrie,Symmetriakse
mr,settings:settings.experimental.randomFillOrder,0.649,0.603,0.626,Ordre de rappel aléatoire,रँडम रिकॉल ऑर्डर
ja,game:game.frequencyDiscrimination.secondHigher,0.773,0.479,0.626,Le second est plus aigu,2番目の方が高い
ms,stats:report.mentalRotation.subtitle,0.748,0.504,0.626,Raisonnement spatial,Penalaran spasial
ko,game:game.predictionMotion.tapWhenReachesTarget,0.649,0.603,0.626,APPUYEZ quand la cible est atteinte,표적에 도달하면 탭
ta,game:game.dualTrack.reprenezPourContinuer,0.777,0.475,0.626,Reprenez pour continuer.,தொடர தொடரவும்.
mr,game:game.cogTask.trialDetail,0.8,0.452,0.626,Détail par essai,चाचणी तपशील
ur,legal:legal.mentions.section1.companyValue,0.766,0.486,0.626,AGUILAL Abdeslam (Micro-entreprise),AGUILAL Abdeslam (واحد ملکیت)
ru,game:game.affectiveGoNogo.title,0.776,0.476,0.626,Go/No-Go affectif,Аффективный Go/No-Go
pl,stats:stats.tooltips.hitRateDesc,0.759,0.493,0.626,Proportion de matchs correctement détectés. Hits / (Hits + Miss). Plus élevé = mieux.,"Udział poprawnie wykrytych dopasowań: Trafienia / (Trafienia + Pominięcia). Im wyżej, tym lepiej."
ro,game:game.mnemonicDiscrimination.patternSeparation,0.758,0.494,0.626,Séparation de motifs,Separarea modelelor
da,settings:settings.mirror.axisDesc,0.755,0.497,0.626,Type de symétrie miroir à reproduire.,Type spejlsymmetri til at gengive.
it,game:game.informationSampling.title,0.804,0.448,0.626,Échantillonnage d'information,Campionamento di informazioni
mr,stats:stats.simple.falseAlarms,0.658,0.594,0.626,Fausses alertes,खोटे अलार्म
cs,game:game.wordChain.avgResponseTime,0.772,0.48,0.626,Temps de réponse moy.,Prům. doba odezvy
id,stats:report.mentalRotation.subtitle,0.748,0.504,0.626,Raisonnement spatial,Penalaran spasial
ko,game:game.cogTask.numericalStroop.heroTitle,0.685,0.567,0.626,Stroop numerique,수치 스트룹
ur,settings:settings.premium.features.futureModes,0.81,0.442,0.626,Modes exclusifs à venir,Exclusive future موڈز
it,game:game.pressEscapeToResume,0.785,0.467,0.626,Appuie sur Échap pour reprendre,Premi Esc per riprendere
ms,settings:settings.premium.features.futureModes,0.771,0.481,0.626,Modes exclusifs à venir,Mod masa depan eksklusif
zh,settings:settings.modeSections.gridlock.base.title,0.695,0.557,0.626,Structure de session,训练结构
fi,stats:stats.unifiedReport.wrongSlotDwell,0.7,0.552,0.626,Temps sur mauvais slot,Aika väärässä paikassa
ur,game:game.beadsTask.jtcRateThreshold,0.768,0.484,0.626,Taux JTC (<{{threshold}} tirages),JTC شرح (<{{threshold}} draws)
my,game:game.dichoticListening.ignoreTheRightColumn,0.786,0.466,0.626,Ignorez la colonne de droite,ညာဘက်ကော်လံကို လျစ်လျူရှုပါ။
sw,settings:settings.gameMode.swmDesc,0.752,0.5,0.626,Cherchez les jetons caches dans les boites. Memorisez vos recherches.,Tafuta visanduku ili kupata tokeni zilizofichwa. Kumbuka mahali ulipoangalia.
th,stats:stats.unifiedReport.insights.slotAccuracy,0.74,0.512,0.626,Précision par slot,ความแม่นยำตามช่อง
de,home:ospan.measure.normsLabel,0.74,0.512,0.626,Repères par âge,Altersrichtwerte
my,settings:settings.gameMode.artificialGrammarDesc,0.722,0.53,0.626,Classez des chaines comme grammaticales apres exposition implicite.,သွယ်ဝိုက်သော ထိတွေ့မှုပြီးနောက် strings များကို သဒ္ဒါပုံစံအဖြစ် အမျိုးအစားခွဲခြားပါ။
ur,game:game.tower.hiddenGoalDescription,0.784,0.468,0.626,L'objectif est caché pendant la partie. Utilise Révéler si tu as besoin d'un bref rappel.,مقصد ہے چھپی دوران کھیلیں۔ استعمال کریں Reveal جب آپ ضرورت ایک مختصر تازہ کریں۔
ms,stats:stats.advanced.filteredTouchBounce,0.801,0.451,0.626,Filtré (rebond tactile),Difilter (pantulan sentuh)
zh,stats:stats.contextual.sublines.stableRTV1,0.773,0.479,0.626,TR stables (~{{rt}} ms) : le blocage est plutôt décisionnel. Pour progresser : clarifier le critère de match.,反应时稳定（~{{rt}} ms）：瓶颈更可能在决策环节。提升建议：明确匹配标准。
vi,settings:settings.gameMode.paperFoldingDesc,0.706,0.546,0.626,Prédisez les motifs de trous après pliage mental.,Dự đoán các mẫu lỗ sau khi gấp giấy trong đầu.
it,settings:settings.dualTrack.totalObjectsMode,0.807,0.445,0.626,Nombre de billes,Numero di sfere
km,stats:stats.contextual.sublines.analystStabilityExpertV2,0.764,0.488,0.626,Timing très régulier : vous êtes bien calé.,ពេលវេលាថេរ៖ អ្នកបានក្រិតតាមខ្នាតបានល្អ។
mr,game:game.emotionalNback.falseAlarms,0.658,0.594,0.626,Fausses alertes,खोटे अलार्म
sw,settings:settings.gridlock.previewDuration,0.777,0.475,0.626,Durée de l'aperçu,Muda wa onyesho la kukagua
km,stats:stats.unifiedReport.accordions.performance,0.818,0.435,0.6265,Performance par modalité,ប្រតិបត្តិការ by modality
km,stats:stats.unifiedReport.accordionPerformance,0.818,0.435,0.6265,Performance par modalité,ប្រតិបត្តិការ by modality
tl,settings:settings.gameMode.judgmentOfLearning,0.815,0.438,0.6265,Jugement d'apprentissage,Paghuhukom sa Pag-aaral
fi,game:game.timePromem.pmHitsExpected,0.815,0.438,0.6265,Réussites PM / Attendues,PM osumia / odotettavissa
ro,stats:stats.modeScore.BrainWorkshop,0.819,0.434,0.6265,Score Brain Workshop,Scorul atelierului de creier
km,stats:report.dualTrack.modalityPerformance,0.818,0.435,0.6265,Performance par modalité,ប្រតិបត្តិការ by modality
tl,game:game.judgmentOfLearning.title,0.815,0.438,0.6265,Jugement d'apprentissage,Paghuhukom sa Pag-aaral
ro,settings:settings.gameMode.delayedMatching,0.721,0.532,0.6265000000000001,Appariement différé,Potrivire întârziată
el,game:game.wordList.avgRtCorrect,0.752,0.501,0.6265000000000001,TR moy. (correct),Μέσο RT (σωστό)
th,game:game.cogTask.antisaccade.cost,0.787,0.466,0.6265000000000001,Coût antisaccade,ค่าต่อต้านแซกเคด
bn,game:game.syncContinuation.nextTempo,0.747,0.506,0.6265000000000001,Prochain tempo…,পরবর্তী টেম্পো...
ar,game:game.cogTask.vocalProsody.heroTitle,0.621,0.632,0.6265000000000001,Prosodie vocale,التنغيم الصوتي
ko,game:game.hud.enterToAdvance,0.655,0.598,0.6265000000000001,Entrée pour avancer,Enter로 다음으로
sv,game:game.designFluency.title,0.775,0.478,0.6265000000000001,Fluence de design,Design flytande
zh,settings:settings.experimental.trialColorCoding,0.796,0.457,0.6265000000000001,Code couleur par essai,试次颜色编码
mr,stats:stats.tooltips.dprimeDesc,0.795,0.458,0.6265000000000001,"Mesure votre capacité à distinguer les vrais matchs des fausses alertes. Plus c'est haut, mieux c'est.",खोट्या अलार्मपासून खरे सामने वेगळे करण्याची तुमची क्षमता मोजते. उच्च चांगले आहे.
mr,game:game.negativePriming.negativePrimingRt,0.766,0.487,0.6265000000000001,TR d'amorçage négatif,निगेटिव्ह प्राइमिंग आरटी
ur,home:ospan.measure.normsLabel,0.703,0.55,0.6265000000000001,Repères par âge,عمر کے معیارات
th,settings:settings.visualAids.mirrorModeDesc,0.687,0.566,0.6265000000000001,Duplique la timeline inversée au-dessus,ไทม์ไลน์กลับด้านซ้ำกันด้านบน
sv,settings:settings.gridlock.showOptimal,0.793,0.46,0.6265000000000001,Afficher les coups optimaux,Visa optimala drag
hi,settings:settings.visual.gridScale,0.745,0.508,0.6265000000000001,Échelle de la grille,ग्रिड स्केल
my,game:trace.hintPosition,0.772,0.481,0.6265000000000001,Où était le stimulus il y a {{n}} tours ?,နှိုးဆွမှု {{n}} လွန်ခဲ့သောအလှည့်က ဘယ်မှာလဲ။
nl,game:game.reversalLearning.avgTrialsToCriterion,0.768,0.485,0.6265000000000001,Essais moy. au critère,Gem. proeven tot criterium
fi,game:game.puzzle.totalSlides,0.724,0.529,0.6265000000000001,Glissements totaux,Diat yhteensä
uk,stats:stats.tooltips.falseAlarmsDesc,0.754,0.499,0.6265000000000001,Fausses alertes : quand vous avez répondu sans qu'il y ait de match. Souvent lié à l'impulsivité.,"Хибні тривоги: ти відповів, але збігу не було. Часто вказує на імпульсивність або плутанину."
pl,stats:stats.contextual.sublines.simpleMissFocusV2,0.752,0.501,0.6265000000000001,Des cibles ont été manquées : sécurisez les matches évidents.,Część celów pominięto: najpierw zabezpiecz oczywiste dopasowania.
